年份, 年底人口數,土地面積,人口密度,地區,縣市
107,"24,580 ",81.5821 ,301 ,　東石鄉　,嘉  義  縣　
106,"24,969 ",81.5821 ,306 ,　東石鄉　,嘉  義  縣　
105,"25,307 ",81.5821 ,310 ,　東石鄉　,嘉  義  縣　
104,"25,751 ",81.5821 ,316 ,　東石鄉　,嘉  義  縣　
113,"16,163 ",79.2925 ,204 ,　義竹鄉　,嘉  義  縣　
112,"16,633 ",79.2925 ,210 ,　義竹鄉　,嘉  義  縣　
111,"16,994 ",79.2925 ,214 ,　義竹鄉　,嘉  義  縣　
110,"17,232 ",79.2925 ,217 ,　義竹鄉　,嘉  義  縣　
109,"17,602 ",79.2925 ,222 ,　義竹鄉　,嘉  義  縣　
108,"17,883 ",79.2925 ,226 ,　義竹鄉　,嘉  義  縣　
107,"18,242 ",79.2925 ,230 ,　義竹鄉　,嘉  義  縣　
106,"18,486 ",79.2925 ,233 ,　義竹鄉　,嘉  義  縣　
105,"18,822 ",79.2925 ,237 ,　義竹鄉　,嘉  義  縣　
104,"19,258 ",79.2925 ,243 ,　義竹鄉　,嘉  義  縣　
113,"13,891 ",54.3151 ,256 ,　鹿草鄉　,嘉  義  縣　
112,"14,123 ",54.3151 ,260 ,　鹿草鄉　,嘉  義  縣　
111,"14,426 ",54.3151 ,266 ,　鹿草鄉　,嘉  義  縣　
110,"14,658 ",54.3151 ,270 ,　鹿草鄉　,嘉  義  縣　
109,"14,913 ",54.3151 ,275 ,　鹿草鄉　,嘉  義  縣　
108,"15,118 ",54.3151 ,278 ,　鹿草鄉　,嘉  義  縣　
107,"15,358 ",54.3151 ,283 ,　鹿草鄉　,嘉  義  縣　
106,"15,577 ",54.3151 ,287 ,　鹿草鄉　,嘉  義  縣　
105,"15,808 ",54.3151 ,291 ,　鹿草鄉　,嘉  義  縣　
104,"16,119 ",54.3151 ,297 ,　鹿草鄉　,嘉  義  縣　
113,"47,366 ",69.1198 ,685 ,　水上鄉　,嘉  義  縣　
112,"47,727 ",69.1198 ,690 ,　水上鄉　,嘉  義  縣　
111,"47,912 ",69.1198 ,693 ,　水上鄉　,嘉  義  縣　
110,"48,529 ",69.1198 ,702 ,　水上鄉　,嘉  義  縣　
109,"49,012 ",69.1198 ,709 ,　水上鄉　,嘉  義  縣　
108,"49,195 ",69.1198 ,712 ,　水上鄉　,嘉  義  縣　
107,"49,316 ",69.1198 ,713 ,　水上鄉　,嘉  義  縣　
106,"49,744 ",69.1198 ,720 ,　水上鄉　,嘉  義  縣　
105,"50,084 ",69.1198 ,725 ,　水上鄉　,嘉  義  縣　
104,"50,431 ",69.1198 ,730 ,　水上鄉　,嘉  義  縣　
113,"42,190 ",129.5016 ,326 ,　中埔鄉　,嘉  義  縣　
112,"42,690 ",129.5016 ,330 ,　中埔鄉　,嘉  義  縣　
111,"43,048 ",129.5016 ,332 ,　中埔鄉　,嘉  義  縣　
110,"43,602 ",129.5016 ,337 ,　中埔鄉　,嘉  義  縣　
109,"44,131 ",129.5016 ,341 ,　中埔鄉　,嘉  義  縣　
108,"44,325 ",129.5016 ,342 ,　中埔鄉　,嘉  義  縣　
107,"44,584 ",129.5016 ,344 ,　中埔鄉　,嘉  義  縣　
106,"44,974 ",129.5016 ,347 ,　中埔鄉　,嘉  義  縣　
105,"45,395 ",129.5016 ,351 ,　中埔鄉　,嘉  義  縣　
104,"45,724 ",129.5016 ,353 ,　中埔鄉　,嘉  義  縣　
113,"32,759 ",162.2256 ,202 ,　竹崎鄉　,嘉  義  縣　
112,"33,308 ",162.2256 ,205 ,　竹崎鄉　,嘉  義  縣　
111,"33,792 ",162.2256 ,208 ,　竹崎鄉　,嘉  義  縣　
110,"34,190 ",162.2256 ,211 ,　竹崎鄉　,嘉  義  縣　
109,"34,797 ",162.2256 ,214 ,　竹崎鄉　,嘉  義  縣　
108,"35,207 ",162.2256 ,217 ,　竹崎鄉　,嘉  義  縣　
107,"35,584 ",162.2256 ,219 ,　竹崎鄉　,嘉  義  縣　
106,"35,962 ",162.2256 ,222 ,　竹崎鄉　,嘉  義  縣　
105,"36,226 ",162.2256 ,223 ,　竹崎鄉　,嘉  義  縣　
104,"36,546 ",162.2256 ,225 ,　竹崎鄉　,嘉  義  縣　
113,"17,497 ",119.7571 ,146 ,　梅山鄉　,嘉  義  縣　
112,"17,805 ",119.7571 ,149 ,　梅山鄉　,嘉  義  縣　
111,"18,052 ",119.7571 ,151 ,　梅山鄉　,嘉  義  縣　
110,"18,324 ",119.7571 ,153 ,　梅山鄉　,嘉  義  縣　
109,"18,687 ",119.7571 ,156 ,　梅山鄉　,嘉  義  縣　
108,"18,963 ",119.7571 ,158 ,　梅山鄉　,嘉  義  縣　
107,"19,282 ",119.7571 ,161 ,　梅山鄉　,嘉  義  縣　
106,"19,475 ",119.7571 ,163 ,　梅山鄉　,嘉  義  縣　
105,"19,800 ",119.7571 ,165 ,　梅山鄉　,嘉  義  縣　
104,"20,010 ",119.7571 ,167 ,　梅山鄉　,嘉  義  縣　
113,"10,697 ",117.5269 ,91 ,　番路鄉　,嘉  義  縣　
112,"10,867 ",117.5269 ,92 ,　番路鄉　,嘉  義  縣　
111,"10,938 ",117.5269 ,93 ,　番路鄉　,嘉  義  縣　
110,"11,033 ",117.5269 ,94 ,　番路鄉　,嘉  義  縣　
109,"11,180 ",117.5269 ,95 ,　番路鄉　,嘉  義  縣　
108,"11,262 ",117.5269 ,96 ,　番路鄉　,嘉  義  縣　
107,"11,430 ",117.5269 ,97 ,　番路鄉　,嘉  義  縣　
106,"11,599 ",117.5269 ,99 ,　番路鄉　,嘉  義  縣　
105,"11,695 ",117.5269 ,100 ,　番路鄉　,嘉  義  縣　
104,"11,865 ",117.5269 ,101 ,　番路鄉　,嘉  義  縣　
113,"4,323 ",173.2472 ,25 ,　大埔鄉　,嘉  義  縣　
112,"4,444 ",173.2472 ,26 ,　大埔鄉　,嘉  義  縣　
111,"4,476 ",173.2472 ,26 ,　大埔鄉　,嘉  義  縣　
110,"4,533 ",173.2472 ,26 ,　大埔鄉　,嘉  義  縣　
109,"4,560 ",173.2472 ,26 ,　大埔鄉　,嘉  義  縣　
108,"4,596 ",173.2472 ,27 ,　大埔鄉　,嘉  義  縣　
107,"4,603 ",173.2472 ,27 ,　大埔鄉　,嘉  義  縣　
106,"4,564 ",173.2472 ,26 ,　大埔鄉　,嘉  義  縣　
105,"4,610 ",173.2472 ,27 ,　大埔鄉　,嘉  義  縣　
104,"4,621 ",173.2472 ,27 ,　大埔鄉　,嘉  義  縣　
113,"5,236 ",427.8471 ,12 ,    阿里山鄉,嘉  義  縣　
112,"5,304 ",427.8471 ,12 ,    阿里山鄉,嘉  義  縣　
111,"5,381 ",427.8471 ,13 ,    阿里山鄉,嘉  義  縣　
110,"5,420 ",427.8471 ,13 ,    阿里山鄉,嘉  義  縣　
109,"5,527 ",427.8471 ,13 ,    阿里山鄉,嘉  義  縣　
108,"5,544 ",427.8471 ,13 ,    阿里山鄉,嘉  義  縣　
107,"5,597 ",427.8471 ,13 ,    阿里山鄉,嘉  義  縣　
106,"5,631 ",427.8471 ,13 ,    阿里山鄉,嘉  義  縣　
105,"5,664 ",427.8471 ,13 ,    阿里山鄉,嘉  義  縣　
104,"5,721 ",427.8471 ,13 ,    阿里山鄉,嘉  義  縣　
113,"192,657 ",65.0670 ,"2,961 ",　屏東市　,屏  東  縣　
112,"193,810 ",65.0670 ,"2,979 ",　屏東市　,屏  東  縣　
111,"193,941 ",65.0670 ,"2,981 ",　屏東市　,屏  東  縣　
110,"195,862 ",65.0670 ,"3,010 ",　屏東市　,屏  東  縣　
109,"197,647 ",65.0670 ,"3,038 ",　屏東市　,屏  東  縣　
108,"198,990 ",65.0670 ,"3,058 ",　屏東市　,屏  東  縣　
107,"199,606 ",65.0670 ,"3,068 ",　屏東市　,屏  東  縣　
106,"200,452 ",65.0670 ,"3,081 ",　屏東市　,屏  東  縣　
105,"201,644 ",65.0670 ,"3,099 ",　屏東市　,屏  東  縣　
104,"202,562 ",65.0670 ,"3,113 ",　屏東市　,屏  東  縣　
113,"53,575 ",42.4331 ,"1,263 ",　潮州鎮　,屏  東  縣　
112,"53,325 ",42.4331 ,"1,257 ",　潮州鎮　,屏  東  縣　
111,"53,124 ",42.4331 ,"1,252 ",　潮州鎮　,屏  東  縣　
110,"53,546 ",42.4331 ,"1,262 ",　潮州鎮　,屏  東  縣　
109,"53,842 ",42.4331 ,"1,269 ",　潮州鎮　,屏  東  縣　
108,"53,831 ",42.4331 ,"1,269 ",　潮州鎮　,屏  東  縣　
107,"53,893 ",42.4331 ,"1,270 ",　潮州鎮　,屏  東  縣　
106,"54,377 ",42.4331 ,"1,281 ",　潮州鎮　,屏  東  縣　
105,"54,703 ",42.4331 ,"1,289 ",　潮州鎮　,屏  東  縣　
104,"54,719 ",42.4331 ,"1,290 ",　潮州鎮　,屏  東  縣　
113,"45,936 ",29.4635 ,"1,559 ",　東港鎮　,屏  東  縣　
112,"45,946 ",29.4635 ,"1,559 ",　東港鎮　,屏  東  縣　
111,"45,908 ",29.4635 ,"1,558 ",　東港鎮　,屏  東  縣　
110,"46,268 ",29.4635 ,"1,570 ",　東港鎮　,屏  東  縣　
109,"46,731 ",29.4635 ,"1,586 ",　東港鎮　,屏  東  縣　
108,"47,161 ",29.4635 ,"1,601 ",　東港鎮　,屏  東  縣　
107,"47,613 ",29.4635 ,"1,616 ",　東港鎮　,屏  東  縣　
106,"47,866 ",29.4635 ,"1,625 ",　東港鎮　,屏  東  縣　
105,"48,097 ",29.4635 ,"1,632 ",　東港鎮　,屏  東  縣　
104,"48,058 ",29.4635 ,"1,631 ",　東港鎮　,屏  東  縣　
113,"29,375 ",136.7630 ,215 ,　恆春鎮　,屏  東  縣　
112,"29,747 ",136.7630 ,218 ,　恆春鎮　,屏  東  縣　
111,"29,899 ",136.7630 ,219 ,　恆春鎮　,屏  東  縣　
110,"30,089 ",136.7630 ,220 ,　恆春鎮　,屏  東  縣　
109,"30,414 ",136.7630 ,222 ,　恆春鎮　,屏  東  縣　
108,"30,662 ",136.7630 ,224 ,　恆春鎮　,屏  東  縣　
107,"30,818 ",136.7630 ,225 ,　恆春鎮　,屏  東  縣　
106,"30,726 ",136.7630 ,225 ,　恆春鎮　,屏  東  縣　
105,"30,783 ",136.7630 ,225 ,　恆春鎮　,屏  東  縣　
104,"30,874 ",136.7630 ,226 ,　恆春鎮　,屏  東  縣　
113,"48,946 ",57.4679 ,852 ,　萬丹鄉　,屏  東  縣　
112,"49,252 ",57.4679 ,857 ,　萬丹鄉　,屏  東  縣　
111,"49,457 ",57.4679 ,861 ,　萬丹鄉　,屏  東  縣　
110,"49,696 ",57.4679 ,865 ,　萬丹鄉　,屏  東  縣　
109,"50,126 ",57.4679 ,872 ,　萬丹鄉　,屏  東  縣　
108,"50,427 ",57.4679 ,877 ,　萬丹鄉　,屏  東  縣　
107,"50,514 ",57.4679 ,879 ,　萬丹鄉　,屏  東  縣　
106,"50,935 ",57.4679 ,886 ,　萬丹鄉　,屏  東  縣　
105,"51,261 ",57.4679 ,892 ,　萬丹鄉　,屏  東  縣　
104,"51,647 ",57.4679 ,899 ,　萬丹鄉　,屏  東  縣　
113,"29,229 ",39.8861 ,733 ,　長治鄉　,屏  東  縣　
112,"29,190 ",39.8861 ,732 ,　長治鄉　,屏  東  縣　
111,"29,126 ",39.8861 ,730 ,　長治鄉　,屏  東  縣　
110,"29,337 ",39.8861 ,736 ,　長治鄉　,屏  東  縣　
109,"29,470 ",39.8861 ,739 ,　長治鄉　,屏  東  縣　
108,"29,536 ",39.8861 ,741 ,　長治鄉　,屏  東  縣　
107,"29,677 ",39.8861 ,744 ,　長治鄉　,屏  東  縣　
106,"30,008 ",39.8861 ,752 ,　長治鄉　,屏  東  縣　
105,"30,159 ",39.8861 ,756 ,　長治鄉　,屏  東  縣　
104,"30,305 ",39.8861 ,760 ,　長治鄉　,屏  東  縣　
113,"10,483 ",16.2600 ,645 ,　麟洛鄉　,屏  東  縣　
112,"10,544 ",16.2600 ,648 ,　麟洛鄉　,屏  東  縣　
111,"10,592 ",16.2600 ,651 ,　麟洛鄉　,屏  東  縣　
110,"10,629 ",16.2600 ,654 ,　麟洛鄉　,屏  東  縣　
109,"10,770 ",16.2600 ,662 ,　麟洛鄉　,屏  東  縣　
108,"10,906 ",16.2600 ,671 ,　麟洛鄉　,屏  東  縣　
107,"11,036 ",16.2600 ,679 ,　麟洛鄉　,屏  東  縣　
106,"11,076 ",16.2600 ,681 ,　麟洛鄉　,屏  東  縣　
105,"11,125 ",16.2600 ,684 ,　麟洛鄉　,屏  東  縣　
104,"11,231 ",16.2600 ,691 ,　麟洛鄉　,屏  東  縣　
113,"21,552 ",42.0187 ,513 ,　九如鄉　,屏  東  縣　
112,"21,639 ",42.0187 ,515 ,　九如鄉　,屏  東  縣　
111,"21,645 ",42.0187 ,515 ,　九如鄉　,屏  東  縣　
110,"21,734 ",42.0187 ,517 ,　九如鄉　,屏  東  縣　
109,"21,962 ",42.0187 ,523 ,　九如鄉　,屏  東  縣　
108,"21,989 ",42.0187 ,523 ,　九如鄉　,屏  東  縣　
107,"22,061 ",42.0187 ,525 ,　九如鄉　,屏  東  縣　
106,"22,110 ",42.0187 ,526 ,　九如鄉　,屏  東  縣　
105,"22,083 ",42.0187 ,526 ,　九如鄉　,屏  東  縣　
104,"22,090 ",42.0187 ,526 ,　九如鄉　,屏  東  縣　
113,"25,347 ",68.9208 ,368 ,　里港鄉　,屏  東  縣　
112,"25,623 ",68.9208 ,372 ,　里港鄉　,屏  東  縣　
111,"25,685 ",68.9208 ,373 ,　里港鄉　,屏  東  縣　
110,"25,696 ",68.9208 ,373 ,　里港鄉　,屏  東  縣　
109,"25,707 ",68.9208 ,373 ,　里港鄉　,屏  東  縣　
108,"25,853 ",68.9208 ,375 ,　里港鄉　,屏  東  縣　
107,"26,044 ",68.9208 ,378 ,　里港鄉　,屏  東  縣　
106,"26,459 ",68.9208 ,384 ,　里港鄉　,屏  東  縣　
105,"26,995 ",68.9208 ,392 ,　里港鄉　,屏  東  縣　
104,"27,040 ",68.9208 ,392 ,　里港鄉　,屏  東  縣　
113,"23,529 ",64.3493 ,366 ,　鹽埔鄉　,屏  東  縣　
112,"23,976 ",64.3493 ,373 ,　鹽埔鄉　,屏  東  縣　
111,"24,266 ",64.3493 ,377 ,　鹽埔鄉　,屏  東  縣　
110,"24,586 ",64.3493 ,382 ,　鹽埔鄉　,屏  東  縣　
109,"24,999 ",64.3493 ,388 ,　鹽埔鄉　,屏  東  縣　
108,"25,332 ",64.3493 ,394 ,　鹽埔鄉　,屏  東  縣　
107,"25,719 ",64.3493 ,400 ,　鹽埔鄉　,屏  東  縣　
106,"25,997 ",64.3493 ,404 ,　鹽埔鄉　,屏  東  縣　
105,"26,199 ",64.3493 ,407 ,　鹽埔鄉　,屏  東  縣　
104,"26,361 ",64.3493 ,410 ,　鹽埔鄉　,屏  東  縣　
113,"22,336 ",90.1522 ,248 ,　高樹鄉　,屏  東  縣　
112,"22,764 ",90.1522 ,253 ,　高樹鄉　,屏  東  縣　
111,"23,182 ",90.1522 ,257 ,　高樹鄉　,屏  東  縣　
110,"23,439 ",90.1522 ,260 ,　高樹鄉　,屏  東  縣　
109,"23,775 ",90.1522 ,264 ,　高樹鄉　,屏  東  縣　
108,"24,006 ",90.1522 ,266 ,　高樹鄉　,屏  東  縣　
107,"24,384 ",90.1522 ,270 ,　高樹鄉　,屏  東  縣　
106,"24,622 ",90.1522 ,273 ,　高樹鄉　,屏  東  縣　
105,"24,882 ",90.1522 ,276 ,　高樹鄉　,屏  東  縣　
104,"25,163 ",90.1522 ,279 ,　高樹鄉　,屏  東  縣　
113,"19,010 ",60.7315 ,313 ,　萬巒鄉　,屏  東  縣　
112,"19,239 ",60.7315 ,317 ,　萬巒鄉　,屏  東  縣　
111,"19,478 ",60.7315 ,321 ,　萬巒鄉　,屏  東  縣　
110,"19,915 ",60.7315 ,328 ,　萬巒鄉　,屏  東  縣　
109,"20,189 ",60.7315 ,332 ,　萬巒鄉　,屏  東  縣　
108,"20,473 ",60.7315 ,337 ,　萬巒鄉　,屏  東  縣　
107,"20,593 ",60.7315 ,339 ,　萬巒鄉　,屏  東  縣　
106,"20,556 ",60.7315 ,338 ,　萬巒鄉　,屏  東  縣　
105,"20,609 ",60.7315 ,339 ,　萬巒鄉　,屏  東  縣　
104,"20,765 ",60.7315 ,342 ,　萬巒鄉　,屏  東  縣　
113,"52,646 ",81.8554 ,643 ,　內埔鄉　,屏  東  縣　
112,"52,501 ",81.8554 ,641 ,　內埔鄉　,屏  東  縣　
111,"52,258 ",81.8554 ,638 ,　內埔鄉　,屏  東  縣　
110,"52,544 ",81.8554 ,642 ,　內埔鄉　,屏  東  縣　
109,"53,330 ",81.8554 ,652 ,　內埔鄉　,屏  東  縣　
108,"53,583 ",81.8554 ,655 ,　內埔鄉　,屏  東  縣　
107,"54,115 ",81.8554 ,661 ,　內埔鄉　,屏  東  縣　
106,"54,707 ",81.8554 ,668 ,　內埔鄉　,屏  東  縣　
105,"55,181 ",81.8554 ,674 ,　內埔鄉　,屏  東  縣　
104,"55,644 ",81.8554 ,680 ,　內埔鄉　,屏  東  縣　
113,"15,581 ",29.0732 ,536 ,　竹田鄉　,屏  東  縣　
112,"15,807 ",29.0732 ,544 ,　竹田鄉　,屏  東  縣　
111,"16,073 ",29.0732 ,553 ,　竹田鄉　,屏  東  縣　
110,"16,318 ",29.0732 ,561 ,　竹田鄉　,屏  東  縣　
109,"16,615 ",29.0732 ,571 ,　竹田鄉　,屏  東  縣　
108,"16,863 ",29.0732 ,580 ,　竹田鄉　,屏  東  縣　
107,"17,119 ",29.0732 ,589 ,　竹田鄉　,屏  東  縣　
106,"17,158 ",29.0732 ,590 ,　竹田鄉　,屏  東  縣　
105,"17,351 ",29.0732 ,597 ,　竹田鄉　,屏  東  縣　
104,"17,544 ",29.0732 ,603 ,　竹田鄉　,屏  東  縣　
113,"9,177 ",59.0102 ,156 ,　新埤鄉　,屏  東  縣　
112,"9,353 ",59.0102 ,158 ,　新埤鄉　,屏  東  縣　
111,"9,623 ",59.0102 ,163 ,　新埤鄉　,屏  東  縣　
110,"9,451 ",59.0102 ,160 ,　新埤鄉　,屏  東  縣　
109,"9,561 ",59.0102 ,162 ,　新埤鄉　,屏  東  縣　
108,"9,737 ",59.0102 ,165 ,　新埤鄉　,屏  東  縣　
107,"9,981 ",59.0102 ,169 ,　新埤鄉　,屏  東  縣　
106,"9,936 ",59.0102 ,168 ,　新埤鄉　,屏  東  縣　
105,"9,927 ",59.0102 ,168 ,　新埤鄉　,屏  東  縣　
104,"10,058 ",59.0102 ,170 ,　新埤鄉　,屏  東  縣　
113,"22,593 ",57.7347 ,391 ,　枋寮鄉　,屏  東  縣　
112,"22,757 ",57.7347 ,394 ,　枋寮鄉　,屏  東  縣　
111,"22,969 ",57.7347 ,398 ,　枋寮鄉　,屏  東  縣　
110,"23,246 ",57.7347 ,403 ,　枋寮鄉　,屏  東  縣　
109,"23,680 ",57.7347 ,410 ,　枋寮鄉　,屏  東  縣　
108,"24,023 ",57.7347 ,416 ,　枋寮鄉　,屏  東  縣　
107,"24,323 ",57.7347 ,421 ,　枋寮鄉　,屏  東  縣　
106,"24,571 ",57.7347 ,426 ,　枋寮鄉　,屏  東  縣　
105,"24,826 ",57.7347 ,430 ,　枋寮鄉　,屏  東  縣　
104,"25,120 ",57.7347 ,435 ,　枋寮鄉　,屏  東  縣　
113,"32,198 ",38.3109 ,840 ,　新園鄉　,屏  東  縣　
112,"32,674 ",38.3109 ,853 ,　新園鄉　,屏  東  縣　
111,"33,091 ",38.3109 ,864 ,　新園鄉　,屏  東  縣　
110,"33,447 ",38.3109 ,873 ,　新園鄉　,屏  東  縣　
109,"33,939 ",38.3109 ,886 ,　新園鄉　,屏  東  縣　
108,"34,468 ",38.3109 ,900 ,　新園鄉　,屏  東  縣　
107,"34,880 ",38.3109 ,910 ,　新園鄉　,屏  東  縣　
106,"35,321 ",38.3109 ,922 ,　新園鄉　,屏  東  縣　
105,"35,680 ",38.3109 ,931 ,　新園鄉　,屏  東  縣　
104,"36,217 ",38.3109 ,945 ,　新園鄉　,屏  東  縣　
113,"14,932 ",31.2659 ,478 ,　崁頂鄉　,屏  東  縣　
112,"15,245 ",31.2659 ,488 ,　崁頂鄉　,屏  東  縣　
111,"15,168 ",31.2659 ,485 ,　崁頂鄉　,屏  東  縣　
110,"15,272 ",31.2659 ,488 ,　崁頂鄉　,屏  東  縣　
109,"15,378 ",31.2659 ,492 ,　崁頂鄉　,屏  東  縣　
108,"15,419 ",31.2659 ,493 ,　崁頂鄉　,屏  東  縣　
107,"15,519 ",31.2659 ,496 ,　崁頂鄉　,屏  東  縣　
106,"15,720 ",31.2659 ,503 ,　崁頂鄉　,屏  東  縣　
105,"15,916 ",31.2659 ,509 ,　崁頂鄉　,屏  東  縣　
104,"16,155 ",31.2659 ,517 ,　崁頂鄉　,屏  東  縣　
113,"16,087 ",15.6233 ,"1,030 ",　林邊鄉　,屏  東  縣　
112,"16,449 ",15.6233 ,"1,053 ",　林邊鄉　,屏  東  縣　
111,"16,762 ",15.6233 ,"1,073 ",　林邊鄉　,屏  東  縣　
110,"17,023 ",15.6233 ,"1,090 ",　林邊鄉　,屏  東  縣　
109,"17,275 ",15.6233 ,"1,106 ",　林邊鄉　,屏  東  縣　
108,"17,583 ",15.6233 ,"1,125 ",　林邊鄉　,屏  東  縣　
107,"17,795 ",15.6233 ,"1,139 ",　林邊鄉　,屏  東  縣　
106,"18,080 ",15.6233 ,"1,157 ",　林邊鄉　,屏  東  縣　
105,"18,317 ",15.6233 ,"1,172 ",　林邊鄉　,屏  東  縣　
104,"18,896 ",15.6233 ,"1,209 ",　林邊鄉　,屏  東  縣　
113,"9,698 ",18.9700 ,511 ,　南州鄉　,屏  東  縣　
112,"9,882 ",18.9700 ,521 ,　南州鄉　,屏  東  縣　
111,"10,049 ",18.9700 ,530 ,　南州鄉　,屏  東  縣　
110,"10,133 ",18.9700 ,534 ,　南州鄉　,屏  東  縣　
109,"10,364 ",18.9700 ,546 ,　南州鄉　,屏  東  縣　
108,"10,513 ",18.9700 ,554 ,　南州鄉　,屏  東  縣　
107,"10,639 ",18.9700 ,561 ,　南州鄉　,屏  東  縣　
106,"10,670 ",18.9700 ,562 ,　南州鄉　,屏  東  縣　
105,"10,808 ",18.9700 ,570 ,　南州鄉　,屏  東  縣　
104,"10,857 ",18.9700 ,572 ,　南州鄉　,屏  東  縣　
113,"17,591 ",30.9842 ,568 ,　佳冬鄉　,屏  東  縣　
112,"17,888 ",30.9842 ,577 ,　佳冬鄉　,屏  東  縣　
111,"18,095 ",30.9842 ,584 ,　佳冬鄉　,屏  東  縣　
110,"18,321 ",30.9842 ,591 ,　佳冬鄉　,屏  東  縣　
109,"18,620 ",30.9842 ,601 ,　佳冬鄉　,屏  東  縣　
108,"18,846 ",30.9842 ,608 ,　佳冬鄉　,屏  東  縣　
107,"19,121 ",30.9842 ,617 ,　佳冬鄉　,屏  東  縣　
106,"19,380 ",30.9842 ,625 ,　佳冬鄉　,屏  東  縣　
105,"19,689 ",30.9842 ,635 ,　佳冬鄉　,屏  東  縣　
104,"19,905 ",30.9842 ,642 ,　佳冬鄉　,屏  東  縣　
113,"12,190 ",6.8018 ,"1,792 ",　琉球鄉　,屏  東  縣　
112,"12,265 ",6.8018 ,"1,803 ",　琉球鄉　,屏  東  縣　
111,"12,216 ",6.8018 ,"1,796 ",　琉球鄉　,屏  東  縣　
110,"12,104 ",6.8018 ,"1,780 ",　琉球鄉　,屏  東  縣　
109,"12,121 ",6.8018 ,"1,782 ",　琉球鄉　,屏  東  縣　
108,"12,232 ",6.8018 ,"1,798 ",　琉球鄉　,屏  東  縣　
107,"12,364 ",6.8018 ,"1,818 ",　琉球鄉　,屏  東  縣　
106,"12,337 ",6.8018 ,"1,814 ",　琉球鄉　,屏  東  縣　
105,"12,423 ",6.8018 ,"1,826 ",　琉球鄉　,屏  東  縣　
104,"12,517 ",6.8018 ,"1,840 ",　琉球鄉　,屏  東  縣　
113,"7,842 ",49.8517 ,157 ,　車城鄉　,屏  東  縣　
112,"8,029 ",49.8517 ,161 ,　車城鄉　,屏  東  縣　
111,"8,194 ",49.8517 ,164 ,　車城鄉　,屏  東  縣　
110,"8,181 ",49.8517 ,164 ,　車城鄉　,屏  東  縣　
109,"8,278 ",49.8517 ,166 ,　車城鄉　,屏  東  縣　
108,"8,403 ",49.8517 ,169 ,　車城鄉　,屏  東  縣　
107,"8,577 ",49.8517 ,172 ,　車城鄉　,屏  東  縣　
106,"8,586 ",49.8517 ,172 ,　車城鄉　,屏  東  縣　
105,"8,741 ",49.8517 ,175 ,　車城鄉　,屏  東  縣　
104,"8,917 ",49.8517 ,179 ,　車城鄉　,屏  東  縣　
113,"7,063 ",142.2013 ,50 ,　滿州鄉　,屏  東  縣　
112,"7,235 ",142.2013 ,51 ,　滿州鄉　,屏  東  縣　
111,"7,454 ",142.2013 ,52 ,　滿州鄉　,屏  東  縣　
110,"7,353 ",142.2013 ,52 ,　滿州鄉　,屏  東  縣　
109,"7,471 ",142.2013 ,53 ,　滿州鄉　,屏  東  縣　
108,"7,686 ",142.2013 ,54 ,　滿州鄉　,屏  東  縣　
107,"7,968 ",142.2013 ,56 ,　滿州鄉　,屏  東  縣　
106,"7,840 ",142.2013 ,55 ,　滿州鄉　,屏  東  縣　
105,"7,847 ",142.2013 ,55 ,　滿州鄉　,屏  東  縣　
104,"7,999 ",142.2013 ,56 ,　滿州鄉　,屏  東  縣　
113,"4,966 ",17.2697 ,288 ,　枋山鄉　,屏  東  縣　
112,"5,013 ",17.2697 ,290 ,　枋山鄉　,屏  東  縣　
111,"5,128 ",17.2697 ,297 ,　枋山鄉　,屏  東  縣　
110,"5,150 ",17.2697 ,298 ,　枋山鄉　,屏  東  縣　
109,"5,240 ",17.2697 ,303 ,　枋山鄉　,屏  東  縣　
108,"5,349 ",17.2697 ,310 ,　枋山鄉　,屏  東  縣　
107,"5,498 ",17.2697 ,318 ,　枋山鄉　,屏  東  縣　
106,"5,478 ",17.2697 ,317 ,　枋山鄉　,屏  東  縣　
105,"5,535 ",17.2697 ,321 ,　枋山鄉　,屏  東  縣　
104,"5,644 ",17.2697 ,327 ,　枋山鄉　,屏  東  縣　
113,"7,683 ",196.3965 ,39 ,    三地門鄉,屏  東  縣　
112,"7,742 ",196.3965 ,39 ,    三地門鄉,屏  東  縣　
111,"7,793 ",196.3965 ,40 ,    三地門鄉,屏  東  縣　
110,"7,711 ",196.3965 ,39 ,    三地門鄉,屏  東  縣　
109,"7,689 ",196.3965 ,39 ,    三地門鄉,屏  東  縣　
108,"7,673 ",196.3965 ,39 ,    三地門鄉,屏  東  縣　
107,"7,697 ",196.3965 ,39 ,    三地門鄉,屏  東  縣　
106,"7,644 ",196.3965 ,39 ,    三地門鄉,屏  東  縣　
105,"7,662 ",196.3965 ,39 ,    三地門鄉,屏  東  縣　
104,"7,701 ",196.3965 ,39 ,    三地門鄉,屏  東  縣　
113,"3,235 ",278.7960 ,12 ,    霧臺鄉　,屏  東  縣　
112,"3,265 ",278.7960 ,12 ,    霧臺鄉　,屏  東  縣　
111,"3,324 ",278.7960 ,12 ,    霧臺鄉　,屏  東  縣　
110,"3,259 ",278.7960 ,12 ,    霧臺鄉　,屏  東  縣　
109,"3,247 ",278.7960 ,12 ,    霧臺鄉　,屏  東  縣　
108,"3,295 ",278.7960 ,12 ,    霧臺鄉　,屏  東  縣　
107,"3,354 ",278.7960 ,12 ,    霧臺鄉　,屏  東  縣　
